"","Data Series","Time","Exports"
"4882","Merchandise Exports:","2019 Jul",NA
"4883","Merchandise Exports:","2019 Jun",NA
"4884","Merchandise Exports:","2019 May",NA
"4885","Merchandise Exports:","2019 Apr",NA
"4886","Merchandise Exports:","2019 Mar",NA
"4887","Merchandise Exports:","2019 Feb",NA
"4888","Merchandise Exports:","2019 Jan",NA
"4889","Merchandise Exports:","2018 Dec",NA
"4890","Merchandise Exports:","2018 Nov",NA
"4891","Merchandise Exports:","2018 Oct",NA
"4892","Merchandise Exports:","2018 Sep",NA
"4893","Merchandise Exports:","2018 Aug",NA
"4894","Merchandise Exports:","2018 Jul",NA
"4895","Merchandise Exports:","2018 Jun",NA
"4896","Merchandise Exports:","2018 May",NA
"4897","Merchandise Exports:","2018 Apr",NA
"4898","Merchandise Exports:","2018 Mar",NA
"4899","Merchandise Exports:","2018 Feb",NA
"4900","Merchandise Exports:","2018 Jan",NA
"4901","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2022 Jan",NA
"4902","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2021 Dec",NA
"4903","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2021 Nov",NA
"4904","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2021 Oct",NA
"4905","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2021 Sep",NA
"4906","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2021 Aug",NA
"4907","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2021 Jul",NA
"4908","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2021 Jun",NA
"4909","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2021 May",NA
"4910","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2021 Apr",NA
"4911","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2021 Mar",NA
"4912","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2021 Feb",NA
"4913","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2021 Jan",NA
"4914","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2020 Dec",NA
"4915","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2020 Nov",NA
"4916","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2020 Oct",NA
"4917","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2020 Sep",NA
"4918","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2020 Aug",NA
"4919","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2020 Jul",NA
"4920","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2020 Jun",NA
"4921","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2020 May",NA
"4922","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2020 Apr",NA
"4923","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2020 Mar",NA
"4924","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2020 Feb",NA
"4925","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2020 Jan",NA
"4926","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2019 Dec",NA
"4927","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2019 Nov",NA
"4928","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2019 Oct",NA
"4929","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2019 Sep",NA
"4930","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2019 Aug",NA
"4931","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2019 Jul",NA
"4932","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2019 Jun",NA
"4933","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2019 May",NA
"4934","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2019 Apr",NA
"4935","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2019 Mar",NA
"4936","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2019 Feb",NA
"4937","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2019 Jan",NA
"4938","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2018 Dec",NA
"4939","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2018 Nov",NA
"4940","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2018 Oct",NA
"4941","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2018 Sep",NA
"4942","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2018 Aug",NA
"4943","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2018 Jul",NA
"4944","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2018 Jun",NA
"4945","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2018 May",NA
"4946","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2018 Apr",NA
"4947","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2018 Mar",NA
"4948","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2018 Feb",NA
"4949","Refer to all goods taken out of Singapore, except those specified as excluded under the Coverage section. It comprises domestic exports and re-exports.","2018 Jan",NA
"4950",NA,"2022 Jan",NA
"4951",NA,"2021 Dec",NA
"4952",NA,"2021 Nov",NA
"4953",NA,"2021 Oct",NA
"4954",NA,"2021 Sep",NA
"4955",NA,"2021 Aug",NA
"4956",NA,"2021 Jul",NA
"4957",NA,"2021 Jun",NA
"4958",NA,"2021 May",NA
"4959",NA,"2021 Apr",NA
"4960",NA,"2021 Mar",NA
"4961",NA,"2021 Feb",NA
"4962",NA,"2021 Jan",NA
"4963",NA,"2020 Dec",NA
"4964",NA,"2020 Nov",NA
"4965",NA,"2020 Oct",NA
"4966",NA,"2020 Sep",NA
"4967",NA,"2020 Aug",NA
"4968",NA,"2020 Jul",NA
"4969",NA,"2020 Jun",NA
"4970",NA,"2020 May",NA
"4971",NA,"2020 Apr",NA
"4972",NA,"2020 Mar",NA
"4973",NA,"2020 Feb",NA
"4974",NA,"2020 Jan",NA
"4975",NA,"2019 Dec",NA
"4976",NA,"2019 Nov",NA
"4977",NA,"2019 Oct",NA
"4978",NA,"2019 Sep",NA
"4979",NA,"2019 Aug",NA
"4980",NA,"2019 Jul",NA
"4981",NA,"2019 Jun",NA
"4982",NA,"2019 May",NA
"4983",NA,"2019 Apr",NA
"4984",NA,"2019 Mar",NA
"4985",NA,"2019 Feb",NA
"4986",NA,"2019 Jan",NA
"4987",NA,"2018 Dec",NA
"4988",NA,"2018 Nov",NA
"4989",NA,"2018 Oct",NA
"4990",NA,"2018 Sep",NA
"4991",NA,"2018 Aug",NA
"4992",NA,"2018 Jul",NA
"4993",NA,"2018 Jun",NA
"4994",NA,"2018 May",NA
"4995",NA,"2018 Apr",NA
"4996",NA,"2018 Mar",NA
"4997",NA,"2018 Feb",NA
"4998",NA,"2018 Jan",NA
"4999","Notation:","2022 Jan",NA
"5000","Notation:","2021 Dec",NA
"5001","Notation:","2021 Nov",NA
"5002","Notation:","2021 Oct",NA
"5003","Notation:","2021 Sep",NA
"5004","Notation:","2021 Aug",NA
"5005","Notation:","2021 Jul",NA
"5006","Notation:","2021 Jun",NA
"5007","Notation:","2021 May",NA
"5008","Notation:","2021 Apr",NA
"5009","Notation:","2021 Mar",NA
"5010","Notation:","2021 Feb",NA
"5011","Notation:","2021 Jan",NA
"5012","Notation:","2020 Dec",NA
"5013","Notation:","2020 Nov",NA
"5014","Notation:","2020 Oct",NA
"5015","Notation:","2020 Sep",NA
"5016","Notation:","2020 Aug",NA
"5017","Notation:","2020 Jul",NA
"5018","Notation:","2020 Jun",NA
"5019","Notation:","2020 May",NA
"5020","Notation:","2020 Apr",NA
"5021","Notation:","2020 Mar",NA
"5022","Notation:","2020 Feb",NA
"5023","Notation:","2020 Jan",NA
"5024","Notation:","2019 Dec",NA
"5025","Notation:","2019 Nov",NA
"5026","Notation:","2019 Oct",NA
"5027","Notation:","2019 Sep",NA
"5028","Notation:","2019 Aug",NA
"5029","Notation:","2019 Jul",NA
"5030","Notation:","2019 Jun",NA
"5031","Notation:","2019 May",NA
"5032","Notation:","2019 Apr",NA
"5033","Notation:","2019 Mar",NA
"5034","Notation:","2019 Feb",NA
"5035","Notation:","2019 Jan",NA
"5036","Notation:","2018 Dec",NA
"5037","Notation:","2018 Nov",NA
"5038","Notation:","2018 Oct",NA
"5039","Notation:","2018 Sep",NA
"5040","Notation:","2018 Aug",NA
"5041","Notation:","2018 Jul",NA
"5042","Notation:","2018 Jun",NA
"5043","Notation:","2018 May",NA
"5044","Notation:","2018 Apr",NA
"5045","Notation:","2018 Mar",NA
"5046","Notation:","2018 Feb",NA
"5047","Notation:","2018 Jan",NA
"5048","na  not available or not applicablenec  not elsewhere classifiednes  not elsewhere specified-    nil or negligible or not significant","2022 Jan",NA
"5049","na  not available or not applicablenec  not elsewhere classifiednes  not elsewhere specified-    nil or negligible or not significant","2021 Dec",NA
"5050","na  not available or not applicablenec  not elsewhere classifiednes  not elsewhere specified-    nil or negligible or not significant","2021 Nov",NA
"5051","na  not available or not applicablenec  not elsewhere classifiednes  not elsewhere specified-    nil or negligible or not significant","2021 Oct",NA
"5052","na  not available or not applicablenec  not elsewhere classifiednes  not elsewhere specified-    nil or negligible or not significant","2021 Sep",NA
"5053","na  not available or not applicablenec  not elsewhere classifiednes  not elsewhere specified-    nil or negligible or not significant","2021 Aug",NA
"5054","na  not available or not applicablenec  not elsewhere classifiednes  not elsewhere specified-    nil or negligible or not significant","2021 Jul",NA
"5055","na  not available or not applicablenec  not elsewhere classifiednes  not elsewhere specified-    nil or negligible or not significant","2021 Jun",NA
"5056","na  not available or not applicablenec  not elsewhere classifiednes  not elsewhere specified-    nil or negligible or not significant","2021 May",NA
"5057","na  not available or not applicablenec  not elsewhere classifiednes  not elsewhere specified-    nil or negligible or not significant","2021 Apr",NA
"5058","na  not available or not applicablenec  not elsewhere classifiednes  not elsewhere specified-    nil or negligible or not significant","2021 Mar",NA
"5059","na  not available or not applicablenec  not elsewhere classifiednes  not elsewhere specified-    nil or negligible or not significant","2021 Feb",NA
"5060","na  not available or not applicablenec  not elsewhere classifiednes  not elsewhere specified-    nil or negligible or not significant","2021 Jan",NA
"5061","na  not available or not applicablenec  not elsewhere classifiednes  not elsewhere specified-    nil or negligible or not significant","2020 Dec",NA
"5062","na  not available or not applicablenec  not elsewhere classifiednes  not elsewhere specified-    nil or negligible or not significant","2020 Nov",NA
"5063","na  not available or not applicablenec  not elsewhere classifiednes  not elsewhere specified-    nil or negligible or not significant","2020 Oct",NA
"5064","na  not available or not applicablenec  not elsewhere classifiednes  not elsewhere specified-    nil or negligible or not significant","2020 Sep",NA
"5065","na  not available or not applicablenec  not elsewhere classifiednes  not elsewhere specified-    nil or negligible or not significant","2020 Aug",NA
"5066","na  not available or not applicablenec  not elsewhere classifiednes  not elsewhere specified-    nil or negligible or not significant","2020 Jul",NA
"5067","na  not available or not applicablenec  not elsewhere classifiednes  not elsewhere specified-    nil or negligible or not significant","2020 Jun",NA
"5068","na  not available or not applicablenec  not elsewhere classifiednes  not elsewhere specified-    nil or negligible or not significant","2020 May",NA
"5069","na  not available or not applicablenec  not elsewhere classifiednes  not elsewhere specified-    nil or negligible or not significant","2020 Apr",NA
"5070","na  not available or not applicablenec  not elsewhere classifiednes  not elsewhere specified-    nil or negligible or not significant","2020 Mar",NA
"5071","na  not available or not applicablenec  not elsewhere classifiednes  not elsewhere specified-    nil or negligible or not significant","2020 Feb",NA
"5072","na  not available or not applicablenec  not elsewhere classifiednes  not elsewhere specified-    nil or negligible or not significant","2020 Jan",NA
"5073","na  not available or not applicablenec  not elsewhere classifiednes  not elsewhere specified-    nil or negligible or not significant","2019 Dec",NA
"5074","na  not available or not applicablenec  not elsewhere classifiednes  not elsewhere specified-    nil or negligible or not significant","2019 Nov",NA
"5075","na  not available or not applicablenec  not elsewhere classifiednes  not elsewhere specified-    nil or negligible or not significant","2019 Oct",NA
"5076","na  not available or not applicablenec  not elsewhere classifiednes  not elsewhere specified-    nil or negligible or not significant","2019 Sep",NA
"5077","na  not available or not applicablenec  not elsewhere classifiednes  not elsewhere specified-    nil or negligible or not significant","2019 Aug",NA
"5078","na  not available or not applicablenec  not elsewhere classifiednes  not elsewhere specified-    nil or negligible or not significant","2019 Jul",NA
"5079","na  not available or not applicablenec  not elsewhere classifiednes  not elsewhere specified-    nil or negligible or not significant","2019 Jun",NA
"5080","na  not available or not applicablenec  not elsewhere classifiednes  not elsewhere specified-    nil or negligible or not significant","2019 May",NA
