"","Data Series","Time","Imports"
"505","Germany, Federal Republic Of (Thousand Dollars)","2020 Nov",978208
"506","Germany, Federal Republic Of (Thousand Dollars)","2020 Oct",980882
"507","Germany, Federal Republic Of (Thousand Dollars)","2020 Sep",972416
"508","Germany, Federal Republic Of (Thousand Dollars)","2020 Aug",931876
"509","Germany, Federal Republic Of (Thousand Dollars)","2020 Jul",1061128
"510","Germany, Federal Republic Of (Thousand Dollars)","2020 Jun",978806
"511","Germany, Federal Republic Of (Thousand Dollars)","2020 May",892172
"512","Germany, Federal Republic Of (Thousand Dollars)","2020 Apr",1160767
"513","Germany, Federal Republic Of (Thousand Dollars)","2020 Mar",1115034
"514","Germany, Federal Republic Of (Thousand Dollars)","2020 Feb",1003380
"515","Germany, Federal Republic Of (Thousand Dollars)","2020 Jan",1127285
"516","Germany, Federal Republic Of (Thousand Dollars)","2019 Dec",1090801
"517","Germany, Federal Republic Of (Thousand Dollars)","2019 Nov",1076037
"518","Germany, Federal Republic Of (Thousand Dollars)","2019 Oct",1090588
"519","Germany, Federal Republic Of (Thousand Dollars)","2019 Sep",1084790
"520","Germany, Federal Republic Of (Thousand Dollars)","2019 Aug",1141855
"521","Germany, Federal Republic Of (Thousand Dollars)","2019 Jul",1194530
"522","Germany, Federal Republic Of (Thousand Dollars)","2019 Jun",1016793
"523","Germany, Federal Republic Of (Thousand Dollars)","2019 May",1201604
"524","Germany, Federal Republic Of (Thousand Dollars)","2019 Apr",1238409
"525","Germany, Federal Republic Of (Thousand Dollars)","2019 Mar",1235641
"526","Germany, Federal Republic Of (Thousand Dollars)","2019 Feb",1042773
"527","Germany, Federal Republic Of (Thousand Dollars)","2019 Jan",1102644
"528","Germany, Federal Republic Of (Thousand Dollars)","2018 Dec",1141434
"529","Germany, Federal Republic Of (Thousand Dollars)","2018 Nov",1144098
"530","Germany, Federal Republic Of (Thousand Dollars)","2018 Oct",1222014
"531","Germany, Federal Republic Of (Thousand Dollars)","2018 Sep",1171823
"532","Germany, Federal Republic Of (Thousand Dollars)","2018 Aug",1198122
"533","Germany, Federal Republic Of (Thousand Dollars)","2018 Jul",1175846
"534","Germany, Federal Republic Of (Thousand Dollars)","2018 Jun",1063311
"535","Germany, Federal Republic Of (Thousand Dollars)","2018 May",1124962
"536","Germany, Federal Republic Of (Thousand Dollars)","2018 Apr",1117400
"537","Germany, Federal Republic Of (Thousand Dollars)","2018 Mar",1182291
"538","Germany, Federal Republic Of (Thousand Dollars)","2018 Feb",963862
"539","Germany, Federal Republic Of (Thousand Dollars)","2018 Jan",1152649
"540","Greece (Thousand Dollars)","2022 Jan",17783
"541","Greece (Thousand Dollars)","2021 Dec",38816
"542","Greece (Thousand Dollars)","2021 Nov",9041
"543","Greece (Thousand Dollars)","2021 Oct",12105
"544","Greece (Thousand Dollars)","2021 Sep",10967
"545","Greece (Thousand Dollars)","2021 Aug",11000
"546","Greece (Thousand Dollars)","2021 Jul",10522
"547","Greece (Thousand Dollars)","2021 Jun",53544
"548","Greece (Thousand Dollars)","2021 May",38630
"549","Greece (Thousand Dollars)","2021 Apr",14707
"550","Greece (Thousand Dollars)","2021 Mar",65136
"551","Greece (Thousand Dollars)","2021 Feb",85500
"552","Greece (Thousand Dollars)","2021 Jan",46808
"553","Greece (Thousand Dollars)","2020 Dec",10429
"554","Greece (Thousand Dollars)","2020 Nov",10423
"555","Greece (Thousand Dollars)","2020 Oct",11378
"556","Greece (Thousand Dollars)","2020 Sep",11241
"557","Greece (Thousand Dollars)","2020 Aug",11809
"558","Greece (Thousand Dollars)","2020 Jul",11655
"559","Greece (Thousand Dollars)","2020 Jun",11839
"560","Greece (Thousand Dollars)","2020 May",11181
"561","Greece (Thousand Dollars)","2020 Apr",15506
"562","Greece (Thousand Dollars)","2020 Mar",12418
"563","Greece (Thousand Dollars)","2020 Feb",12065
"564","Greece (Thousand Dollars)","2020 Jan",10275
"565","Greece (Thousand Dollars)","2019 Dec",12161
"566","Greece (Thousand Dollars)","2019 Nov",14507
"567","Greece (Thousand Dollars)","2019 Oct",9397
"568","Greece (Thousand Dollars)","2019 Sep",12033
"569","Greece (Thousand Dollars)","2019 Aug",11920
"570","Greece (Thousand Dollars)","2019 Jul",12095
"571","Greece (Thousand Dollars)","2019 Jun",27007
"572","Greece (Thousand Dollars)","2019 May",12964
"573","Greece (Thousand Dollars)","2019 Apr",11590
"574","Greece (Thousand Dollars)","2019 Mar",11481
"575","Greece (Thousand Dollars)","2019 Feb",8408
"576","Greece (Thousand Dollars)","2019 Jan",92135
"577","Greece (Thousand Dollars)","2018 Dec",60476
"578","Greece (Thousand Dollars)","2018 Nov",9204
"579","Greece (Thousand Dollars)","2018 Oct",10294
"580","Greece (Thousand Dollars)","2018 Sep",82661
"581","Greece (Thousand Dollars)","2018 Aug",9646
"582","Greece (Thousand Dollars)","2018 Jul",10122
"583","Greece (Thousand Dollars)","2018 Jun",11088
"584","Greece (Thousand Dollars)","2018 May",303692
"585","Greece (Thousand Dollars)","2018 Apr",9282
"586","Greece (Thousand Dollars)","2018 Mar",33446
"587","Greece (Thousand Dollars)","2018 Feb",75062
"588","Greece (Thousand Dollars)","2018 Jan",107827
"589","Ireland (Thousand Dollars)","2022 Jan",82200
"590","Ireland (Thousand Dollars)","2021 Dec",96356
"591","Ireland (Thousand Dollars)","2021 Nov",95135
"592","Ireland (Thousand Dollars)","2021 Oct",110319
"593","Ireland (Thousand Dollars)","2021 Sep",272126
"594","Ireland (Thousand Dollars)","2021 Aug",280524
"595","Ireland (Thousand Dollars)","2021 Jul",287457
"596","Ireland (Thousand Dollars)","2021 Jun",323034
"597","Ireland (Thousand Dollars)","2021 May",232561
"598","Ireland (Thousand Dollars)","2021 Apr",297031
"599","Ireland (Thousand Dollars)","2021 Mar",393479
"600","Ireland (Thousand Dollars)","2021 Feb",170727
"601","Ireland (Thousand Dollars)","2021 Jan",73413
"602","Ireland (Thousand Dollars)","2020 Dec",250720
"603","Ireland (Thousand Dollars)","2020 Nov",252154
"604","Ireland (Thousand Dollars)","2020 Oct",187158
"605","Ireland (Thousand Dollars)","2020 Sep",112631
"606","Ireland (Thousand Dollars)","2020 Aug",94134
"607","Ireland (Thousand Dollars)","2020 Jul",104004
"608","Ireland (Thousand Dollars)","2020 Jun",111688
"609","Ireland (Thousand Dollars)","2020 May",93891
"610","Ireland (Thousand Dollars)","2020 Apr",116897
"611","Ireland (Thousand Dollars)","2020 Mar",100595
"612","Ireland (Thousand Dollars)","2020 Feb",106456
"613","Ireland (Thousand Dollars)","2020 Jan",87483
"614","Ireland (Thousand Dollars)","2019 Dec",93080
"615","Ireland (Thousand Dollars)","2019 Nov",111909
"616","Ireland (Thousand Dollars)","2019 Oct",91189
"617","Ireland (Thousand Dollars)","2019 Sep",72531
"618","Ireland (Thousand Dollars)","2019 Aug",76235
"619","Ireland (Thousand Dollars)","2019 Jul",93976
"620","Ireland (Thousand Dollars)","2019 Jun",75391
"621","Ireland (Thousand Dollars)","2019 May",79185
"622","Ireland (Thousand Dollars)","2019 Apr",67070
"623","Ireland (Thousand Dollars)","2019 Mar",87004
"624","Ireland (Thousand Dollars)","2019 Feb",67519
"625","Ireland (Thousand Dollars)","2019 Jan",81991
"626","Ireland (Thousand Dollars)","2018 Dec",134375
"627","Ireland (Thousand Dollars)","2018 Nov",114510
"628","Ireland (Thousand Dollars)","2018 Oct",112652
"629","Ireland (Thousand Dollars)","2018 Sep",117424
"630","Ireland (Thousand Dollars)","2018 Aug",132076
"631","Ireland (Thousand Dollars)","2018 Jul",106254
"632","Ireland (Thousand Dollars)","2018 Jun",106302
"633","Ireland (Thousand Dollars)","2018 May",102765
"634","Ireland (Thousand Dollars)","2018 Apr",93967
"635","Ireland (Thousand Dollars)","2018 Mar",106458
"636","Ireland (Thousand Dollars)","2018 Feb",91305
"637","Ireland (Thousand Dollars)","2018 Jan",97886
"638","Italy (Thousand Dollars)","2022 Jan",567323
"639","Italy (Thousand Dollars)","2021 Dec",638714
"640","Italy (Thousand Dollars)","2021 Nov",691514
"641","Italy (Thousand Dollars)","2021 Oct",554736
"642","Italy (Thousand Dollars)","2021 Sep",420816
"643","Italy (Thousand Dollars)","2021 Aug",483107
"644","Italy (Thousand Dollars)","2021 Jul",516562
"645","Italy (Thousand Dollars)","2021 Jun",616494
"646","Italy (Thousand Dollars)","2021 May",571999
"647","Italy (Thousand Dollars)","2021 Apr",611275
"648","Italy (Thousand Dollars)","2021 Mar",520491
"649","Italy (Thousand Dollars)","2021 Feb",485485
"650","Italy (Thousand Dollars)","2021 Jan",527951
"651","Italy (Thousand Dollars)","2020 Dec",613730
"652","Italy (Thousand Dollars)","2020 Nov",476816
"653","Italy (Thousand Dollars)","2020 Oct",487904
"654","Italy (Thousand Dollars)","2020 Sep",409767
"655","Italy (Thousand Dollars)","2020 Aug",461599
"656","Italy (Thousand Dollars)","2020 Jul",382371
"657","Italy (Thousand Dollars)","2020 Jun",442728
"658","Italy (Thousand Dollars)","2020 May",295412
"659","Italy (Thousand Dollars)","2020 Apr",347814
"660","Italy (Thousand Dollars)","2020 Mar",511874
"661","Italy (Thousand Dollars)","2020 Feb",493798
"662","Italy (Thousand Dollars)","2020 Jan",512050
"663","Italy (Thousand Dollars)","2019 Dec",547815
"664","Italy (Thousand Dollars)","2019 Nov",544113
"665","Italy (Thousand Dollars)","2019 Oct",499738
"666","Italy (Thousand Dollars)","2019 Sep",350214
"667","Italy (Thousand Dollars)","2019 Aug",451463
"668","Italy (Thousand Dollars)","2019 Jul",486021
"669","Italy (Thousand Dollars)","2019 Jun",420572
"670","Italy (Thousand Dollars)","2019 May",479798
"671","Italy (Thousand Dollars)","2019 Apr",485156
"672","Italy (Thousand Dollars)","2019 Mar",534335
"673","Italy (Thousand Dollars)","2019 Feb",356456
"674","Italy (Thousand Dollars)","2019 Jan",501477
"675","Italy (Thousand Dollars)","2018 Dec",554921
"676","Italy (Thousand Dollars)","2018 Nov",518761
"677","Italy (Thousand Dollars)","2018 Oct",499364
"678","Italy (Thousand Dollars)","2018 Sep",322961
"679","Italy (Thousand Dollars)","2018 Aug",559866
"680","Italy (Thousand Dollars)","2018 Jul",560918
"681","Italy (Thousand Dollars)","2018 Jun",441917
"682","Italy (Thousand Dollars)","2018 May",639971
"683","Italy (Thousand Dollars)","2018 Apr",444245
"684","Italy (Thousand Dollars)","2018 Mar",488570
"685","Italy (Thousand Dollars)","2018 Feb",442373
"686","Italy (Thousand Dollars)","2018 Jan",389771
"687","Luxembourg (Thousand Dollars)","2022 Jan",32098
"688","Luxembourg (Thousand Dollars)","2021 Dec",3859
"689","Luxembourg (Thousand Dollars)","2021 Nov",3579
"690","Luxembourg (Thousand Dollars)","2021 Oct",5167
"691","Luxembourg (Thousand Dollars)","2021 Sep",7454
"692","Luxembourg (Thousand Dollars)","2021 Aug",2048
"693","Luxembourg (Thousand Dollars)","2021 Jul",3486
"694","Luxembourg (Thousand Dollars)","2021 Jun",3702
"695","Luxembourg (Thousand Dollars)","2021 May",2260
"696","Luxembourg (Thousand Dollars)","2021 Apr",4257
"697","Luxembourg (Thousand Dollars)","2021 Mar",3079
"698","Luxembourg (Thousand Dollars)","2021 Feb",5380
"699","Luxembourg (Thousand Dollars)","2021 Jan",2567
"700","Luxembourg (Thousand Dollars)","2020 Dec",11891
"701","Luxembourg (Thousand Dollars)","2020 Nov",3758
"702","Luxembourg (Thousand Dollars)","2020 Oct",14577
"703","Luxembourg (Thousand Dollars)","2020 Sep",3471
"704","Luxembourg (Thousand Dollars)","2020 Aug",3479
"705","Luxembourg (Thousand Dollars)","2020 Jul",29389
"706","Luxembourg (Thousand Dollars)","2020 Jun",23619
"707","Luxembourg (Thousand Dollars)","2020 May",3436
"708","Luxembourg (Thousand Dollars)","2020 Apr",44095
"709","Luxembourg (Thousand Dollars)","2020 Mar",5787
"710","Luxembourg (Thousand Dollars)","2020 Feb",2715
"711","Luxembourg (Thousand Dollars)","2020 Jan",9204
"712","Luxembourg (Thousand Dollars)","2019 Dec",2205
"713","Luxembourg (Thousand Dollars)","2019 Nov",70742
"714","Luxembourg (Thousand Dollars)","2019 Oct",4511
"715","Luxembourg (Thousand Dollars)","2019 Sep",3546
"716","Luxembourg (Thousand Dollars)","2019 Aug",3438
"717","Luxembourg (Thousand Dollars)","2019 Jul",7249
"718","Luxembourg (Thousand Dollars)","2019 Jun",9804
"719","Luxembourg (Thousand Dollars)","2019 May",5269
"720","Luxembourg (Thousand Dollars)","2019 Apr",3639
"721","Luxembourg (Thousand Dollars)","2019 Mar",7683
"722","Luxembourg (Thousand Dollars)","2019 Feb",3729
"723","Luxembourg (Thousand Dollars)","2019 Jan",13128
"724","Luxembourg (Thousand Dollars)","2018 Dec",43668
"725","Luxembourg (Thousand Dollars)","2018 Nov",1442
"726","Luxembourg (Thousand Dollars)","2018 Oct",37334
"727","Luxembourg (Thousand Dollars)","2018 Sep",4254
"728","Luxembourg (Thousand Dollars)","2018 Aug",3150
"729","Luxembourg (Thousand Dollars)","2018 Jul",6807
"730","Luxembourg (Thousand Dollars)","2018 Jun",5050
"731","Luxembourg (Thousand Dollars)","2018 May",4845
"732","Luxembourg (Thousand Dollars)","2018 Apr",2235
"733","Luxembourg (Thousand Dollars)","2018 Mar",6764
"734","Luxembourg (Thousand Dollars)","2018 Feb",10881
"735","Luxembourg (Thousand Dollars)","2018 Jan",7607
"736","Netherlands (Thousand Dollars)","2022 Jan",261507
"737","Netherlands (Thousand Dollars)","2021 Dec",301866
"738","Netherlands (Thousand Dollars)","2021 Nov",323512
"739","Netherlands (Thousand Dollars)","2021 Oct",246274
"740","Netherlands (Thousand Dollars)","2021 Sep",277208
"741","Netherlands (Thousand Dollars)","2021 Aug",432933
"742","Netherlands (Thousand Dollars)","2021 Jul",399429
"743","Netherlands (Thousand Dollars)","2021 Jun",447162
"744","Netherlands (Thousand Dollars)","2021 May",288247
"745","Netherlands (Thousand Dollars)","2021 Apr",470044
"746","Netherlands (Thousand Dollars)","2021 Mar",393519
"747","Netherlands (Thousand Dollars)","2021 Feb",250998
"748","Netherlands (Thousand Dollars)","2021 Jan",356221
"749","Netherlands (Thousand Dollars)","2020 Dec",257892
"750","Netherlands (Thousand Dollars)","2020 Nov",296798
"751","Netherlands (Thousand Dollars)","2020 Oct",303736
"752","Netherlands (Thousand Dollars)","2020 Sep",373881
"753","Netherlands (Thousand Dollars)","2020 Aug",286459
"754","Netherlands (Thousand Dollars)","2020 Jul",252322
"755","Netherlands (Thousand Dollars)","2020 Jun",273072
"756","Netherlands (Thousand Dollars)","2020 May",255200
"757","Netherlands (Thousand Dollars)","2020 Apr",269347
"758","Netherlands (Thousand Dollars)","2020 Mar",296540
"759","Netherlands (Thousand Dollars)","2020 Feb",231398
"760","Netherlands (Thousand Dollars)","2020 Jan",283975
"761","Netherlands (Thousand Dollars)","2019 Dec",243929
"762","Netherlands (Thousand Dollars)","2019 Nov",382026
"763","Netherlands (Thousand Dollars)","2019 Oct",248639
"764","Netherlands (Thousand Dollars)","2019 Sep",262842
"765","Netherlands (Thousand Dollars)","2019 Aug",496961
"766","Netherlands (Thousand Dollars)","2019 Jul",298550
"767","Netherlands (Thousand Dollars)","2019 Jun",270901
"768","Netherlands (Thousand Dollars)","2019 May",510772
"769","Netherlands (Thousand Dollars)","2019 Apr",541246
"770","Netherlands (Thousand Dollars)","2019 Mar",356087
"771","Netherlands (Thousand Dollars)","2019 Feb",301919
"772","Netherlands (Thousand Dollars)","2019 Jan",356248
"773","Netherlands (Thousand Dollars)","2018 Dec",482479
"774","Netherlands (Thousand Dollars)","2018 Nov",401239
"775","Netherlands (Thousand Dollars)","2018 Oct",374228
"776","Netherlands (Thousand Dollars)","2018 Sep",504687
"777","Netherlands (Thousand Dollars)","2018 Aug",466045
"778","Netherlands (Thousand Dollars)","2018 Jul",638358
"779","Netherlands (Thousand Dollars)","2018 Jun",419453
"780","Netherlands (Thousand Dollars)","2018 May",561246
"781","Netherlands (Thousand Dollars)","2018 Apr",410885
"782","Netherlands (Thousand Dollars)","2018 Mar",615134
"783","Netherlands (Thousand Dollars)","2018 Feb",480056
"784","Netherlands (Thousand Dollars)","2018 Jan",447182
"785","United Kingdom (Thousand Dollars)","2022 Jan",948419
"786","United Kingdom (Thousand Dollars)","2021 Dec",799724
"787","United Kingdom (Thousand Dollars)","2021 Nov",1000940
"788","United Kingdom (Thousand Dollars)","2021 Oct",691322
"789","United Kingdom (Thousand Dollars)","2021 Sep",682080
"790","United Kingdom (Thousand Dollars)","2021 Aug",649629
"791","United Kingdom (Thousand Dollars)","2021 Jul",793211
"792","United Kingdom (Thousand Dollars)","2021 Jun",844336
"793","United Kingdom (Thousand Dollars)","2021 May",569827
"794","United Kingdom (Thousand Dollars)","2021 Apr",691934
"795","United Kingdom (Thousand Dollars)","2021 Mar",878956
"796","United Kingdom (Thousand Dollars)","2021 Feb",750573
"797","United Kingdom (Thousand Dollars)","2021 Jan",858409
"798","United Kingdom (Thousand Dollars)","2020 Dec",755324
"799","United Kingdom (Thousand Dollars)","2020 Nov",635420
"800","United Kingdom (Thousand Dollars)","2020 Oct",802840
"801","United Kingdom (Thousand Dollars)","2020 Sep",762179
"802","United Kingdom (Thousand Dollars)","2020 Aug",863043
"803","United Kingdom (Thousand Dollars)","2020 Jul",830637
"804","United Kingdom (Thousand Dollars)","2020 Jun",739542
"805","United Kingdom (Thousand Dollars)","2020 May",1104023
"806","United Kingdom (Thousand Dollars)","2020 Apr",849831
"807","United Kingdom (Thousand Dollars)","2020 Mar",1136172
"808","United Kingdom (Thousand Dollars)","2020 Feb",1321706
"809","United Kingdom (Thousand Dollars)","2020 Jan",1104098
"810","United Kingdom (Thousand Dollars)","2019 Dec",1122876
"811","United Kingdom (Thousand Dollars)","2019 Nov",1057533
"812","United Kingdom (Thousand Dollars)","2019 Oct",1028921
"813","United Kingdom (Thousand Dollars)","2019 Sep",961614
"814","United Kingdom (Thousand Dollars)","2019 Aug",1044665
